"Name","Bank","Term","NoEmp","NewExist","LowDoc","DisbursementGross","MIS_Status","GrAppv","SBA_Appv","Status","pHat","yHat","Accuracy","TP","TN","FP","FN"
"SOS NURSING SERVICES INC","JPMORGAN CHASE BANK NATL ASSOC",46,200,"1","N",250000,"P I F",250000,187500,"1",0.950473386269013,1,1,1,0,0,0
"MJ I-10 LLC","CDC SMALL BUS. FINAN CORP",240,68,"1","N",1383000,"P I F",1475000,1475000,"1",0.99673459986485,1,1,1,0,0,0
"COTTMAN TRANSMISSIONS","BUSINESS LENDERS, LLC",91,5,"2","N",182000,"CHGOFF",182000,136500,"0",0.819459614789979,1,0,0,0,1,0
"CHAMPIONS HEALTH CLUB","HERITAGE OAKS BANK",288,11,"1","N",115000,"P I F",115000,97750,"1",0.998738760219683,1,1,1,0,0,0
"J & R Industrial Cleaning, Inc","RANDOLPH-BROOKS FCU",84,22,"1","N",127732,"P I F",50000,25000,"1",0.865860580625602,1,1,1,0,0,0
"KIRBY, W.C., & SON, INC.","BMO HARRIS BK NATL ASSOC",209,30,"1","N",470000,"P I F",470000,376000,"1",0.991390592906217,1,1,1,0,0,0
"ABSOLUTE HEALTH CARE","WELLS FARGO BANK NATL ASSOC",297,35,"1","N",282600,"P I F",282600,211950,"1",0.999145809527105,1,1,1,0,0,0
"LUNAIRE GRAPHICS, LLC","CITIZENS BANK NATL ASSOC",46,4,"1","N",83700,"CHGOFF",83700,41850,"0",0.648162129940392,1,0,0,0,1,0
"DUCTMEDIC INTERNATIONAL INC","UNION BANK AND TRUST COMPANY",18,3,"2","N",150000,"P I F",150000,127500,"1",0.434150055677319,0,0,0,0,0,1
"OZIE,INC.","FIRST BANK",300,7,"1","Y",100000,"P I F",100000,90000,"1",0.999656336247745,1,1,1,0,0,0
"RICHARD J BARTON DDS","CITIBANK, N.A.",60,6,"1","N",150000,"P I F",150000,75000,"1",0.713483283545188,1,1,1,0,0,0
"DISCOUNT VACUUM & SEWING CTR.","MANUFACTURERS & TRADERS TR CO",84,1,"2","N",80000,"P I F",80000,72000,"1",0.79836577589185,1,1,1,0,0,0
"MAKE-UP CENTER, LTD","CAPITAL ONE NATL ASSOC",123,36,"1","N",335000,"CHGOFF",335000,301500,"0",0.944447043717232,1,0,0,0,1,0
"Stevens Drywall, Incorporated","JPMORGAN CHASE BANK NATL ASSOC",84,11,"1","N",11691,"P I F",10000,5000,"1",0.846677390681237,1,1,1,0,0,0
"ANDERSON'S FURNITURE","REGIONS BANK",108,5,"2","Y",120000,"P I F",120000,102000,"1",0.95389599917625,1,1,1,0,0,0
"OTF KC LLC","ALTERRA BANK",120,4,"2","N",250000,"P I F",250000,187500,"1",0.897352009802827,1,1,1,0,0,0
"MUSICAL KIDS CLOTHES BY HI-D-Z","BANK OF AMERICA NATL ASSOC",84,2,"1","N",50000,"P I F",50000,25000,"1",0.82566852694199,1,1,1,0,0,0
"Thermo Tech Mechanical Inc.","HSBC BK USA NATL ASSOC",84,4,"1","N",50000,"P I F",50000,25000,"1",0.829201726335026,1,1,1,0,0,0
"Fire Safety Cleaning Corp.","MANUFACTURERS & TRADERS TR CO",30,13,"2","N",133060,"CHGOFF",50000,25000,"0",0.561768296038384,1,0,0,0,1,0
"KELLY'S CHOCOLATES, INC.","KEYBANK NATIONAL ASSOCIATION",18,12,"2","N",100000,"P I F",100000,75000,"1",0.464721458608441,0,0,0,0,0,1
"SUBWAY SANDWICH SHOP","FIRST COMMUNITY BANK",180,5,"1","N",95000,"P I F",95000,76000,"1",0.981067213109079,1,1,1,0,0,0
"COOPER FENCE COMPANY","MERCHANTS BANK",60,2,"1","Y",90500,"P I F",90500,76925,"1",0.881718750127069,1,1,1,0,0,0
"NAK'S ANTICIPATION SHOP","JPMORGAN CHASE BANK NATL ASSOC",84,2,"1","Y",50000,"P I F",50000,40000,"1",0.931941301112603,1,1,1,0,0,0
"European Home Craft, Ltd.","JPMORGAN CHASE BANK NATL ASSOC",84,4,"1","N",41946,"P I F",30000,15000,"1",0.833404376523624,1,1,1,0,0,0
"HAIR COSMOPOLITAN MANCHESTER I","CITIZENS BANK NATL ASSOC",84,8,"1","N",75000,"P I F",75000,37500,"1",0.832569692413131,1,1,1,0,0,0
"PRECISION HOME INSPECTION SERV","WELLS FARGO BANK NATL ASSOC",24,1,"1","N",22643,"CHGOFF",10000,5000,"0",0.529493311278929,1,0,0,0,1,0
"Linda L. Clark, M.D., M.S., P.","MANUFACTURERS & TRADERS TR CO",96,5,"1","N",85000,"P I F",85000,42500,"1",0.864333872420756,1,1,1,0,0,0
"Sky Beauty Supply, Inc.","JPMORGAN CHASE BANK NATL ASSOC",84,2,"1","N",21368,"P I F",20000,10000,"1",0.830187172678417,1,1,1,0,0,0
"SALON AT THE BATH & TENNIS","UNITY BANK",264,3,"1","N",225000,"P I F",225000,168750,"1",0.997255541231817,1,1,1,0,0,0
"HOME STAFF AND NURSING STAFF","TD BANK, NATIONAL ASSOCIATION",84,40,"1","N",211000,"P I F",211000,179350,"1",0.877100573019152,1,1,1,0,0,0
"ADWORKS COMMUNICATIONS INC.","GULFCOAST BUS. FINANCE INC.",240,1,"1","N",66000,"P I F",66000,66000,"1",0.995547847527291,1,1,1,0,0,0
"Philip Peters","PNC BANK, NATIONAL ASSOCIATION",83,2,"2","N",75262,"P I F",35000,17500,"1",0.801685793236657,1,1,1,0,0,0
"THE WHITE TABLE","SUPERIOR FINANCIAL GROUP, LLC",95,3,"1","N",5000,"CHGOFF",5000,4250,"0",0.868362775680648,1,0,0,0,1,0
"ERIC VANEK DDS","CALIFORNIA BANK & TRUST",49,1,"1","N",380000,"CHGOFF",380000,285000,"0",0.617563611599416,1,0,0,0,1,0
"A & A FUEL CO., INC.","HOME LOAN INVEST BANK F.S.B.",216,2,"1","N",120000,"P I F",120000,90000,"1",0.991612919903672,1,1,1,0,0,0
"M.J. LAWN CARE","STERLING NATIONAL BANK",60,4,"1","N",40000,"P I F",40000,36000,"1",0.735457229950676,1,1,1,0,0,0
"PHUONG DUY NGUYEN","FIRST BANK",121,6,"1","N",1095000,"CHGOFF",1095000,748980,"0",0.849702456173179,1,0,0,0,1,0
"FOX'S PIZZA DEN OF PORT VUE","FIRST COMMONWEALTH BANK",24,1,"2","N",9731,"P I F",10000,8500,"1",0.482867282403492,0,0,0,0,0,1
"DOOLEY'S DELI-BAKERY","FIFTH THIRD BANK",104,12,"1","N",150000,"P I F",150000,127500,"1",0.894999842843977,1,1,1,0,0,0
"PartnerCentric, Inc.","CALIFORNIA UNITED BANK",43,2,"1","N",50000,"CHGOFF",50000,42500,"0",0.639118114075854,1,0,0,0,1,0
"The Barn Door Tavern & Grill,","TD BANK, NATIONAL ASSOCIATION",45,2,"2","N",50000,"CHGOFF",50000,25000,"0",0.602226346064506,1,0,0,0,1,0
"STRACK/STANFIELD LLC","EAGLEBANK",84,8,"1","N",366000,"P I F",366000,274500,"1",0.807835058813293,1,1,1,0,0,0
"KESLER CONSTRUCTION COMPANY, I","TD BANK, NATIONAL ASSOCIATION",30,27,"1","Y",135000,"P I F",135000,114750,"1",0.825897819335515,1,1,1,0,0,0
"WORLD AUTO PARTS, INC.","C & A INVESTMENTS, INC",60,95,"1","N",1500000,"P I F",1500000,750000,"1",0.653708309323499,1,1,1,0,0,0
"CAPPS HARD SURFACE FLOORING","U.S. BANK NATIONAL ASSOCIATION",80,2,"1","N",30000,"P I F",30000,27000,"1",0.816708786644129,1,1,1,0,0,0
"ROSEN MATERIALS","SUNTRUST BANK",12,20,"1","N",1000000,"P I F",1000000,750000,"1",0.352080107363495,0,0,0,0,0,1
"GRAND TRADITION","PACIFIC WESTERN BANK",276,100,"1","N",1000000,"P I F",1000000,750000,"1",0.998965671142793,1,1,1,0,0,0
"GUARDIAN FIRE CONTROL, INC.","MANUFACTURERS & TRADERS TR CO",60,1,"2","Y",40000,"P I F",60000,48000,"1",0.859482516441923,1,1,1,0,0,0
"ALADDIN ELECTRIC CO., INC.","CITIZENS BANK NATL ASSOC",12,1,"1","N",129982,"P I F",100000,50000,"1",0.436583096951327,0,0,0,0,0,1
"Ready to Move, Inc.","JPMORGAN CHASE BANK NATL ASSOC",45,4,"2","N",110965,"CHGOFF",25000,12500,"0",0.630358592784988,1,0,0,0,1,0
"B & F BODY SHOP","AMERICANWEST BANK",180,2,"2","N",158200,"P I F",158200,142380,"1",0.976198278362148,1,1,1,0,0,0
"ABCD, LLC","EMPIRE ST. CERT. DEVEL CORP",240,2,"2","N",87000,"P I F",87000,87000,"1",0.994698105153891,1,1,1,0,0,0
"COUNTRY LANES/JENSENS","MOUNTAIN W. SMALL BUS. FINAN",240,8,"1","N",137000,"P I F",137000,137000,"1",0.995823641608258,1,1,1,0,0,0
"Ronald J Dorchen dba Third Arr","BANK OF AMERICA NATL ASSOC",84,1,"2","N",16000,"P I F",10000,5000,"1",0.80332573437777,1,1,1,0,0,0
"MARQUEE SCREEN & DESIGN, INC.","U.S. BANK NATIONAL ASSOCIATION",60,29,"1","N",58500,"P I F",58500,43875,"1",0.78767722902002,1,1,1,0,0,0
"ROZINN ELECTRONICS, INC.","CAPITAL ONE NATL ASSOC",84,2,"1","N",100000,"P I F",100000,83000,"1",0.825023614494958,1,1,1,0,0,0
"FALL LINE FOREST PRODUCTS INC","BRANCH BK. & TR CO",178,26,"1","N",385000,"CHGOFF",385000,308000,"0",0.981748847540692,1,0,0,0,1,0
"SOUNDGATE","WELLS FARGO BANK NATL ASSOC",60,10,"1","Y",80000,"P I F",80000,68000,"1",0.892191314123612,1,1,1,0,0,0
"KATHY'S KOPPER POT, INC","CITIZENS BANK NATL ASSOC",26,4,"2","N",20000,"CHGOFF",20000,10000,"0",0.500704419745431,1,0,0,0,1,0
"WEEKS PRECISION INC","WEBSTER BANK NATL ASSOC",36,12,"1","N",176000,"P I F",100000,50000,"1",0.624368756760829,1,1,1,0,0,0
"EAGLE VALVE & MACHINE INC","WELLS FARGO BANK NATL ASSOC",120,11,"1","N",125795,"P I F",130694,98021,"1",0.924966381679089,1,1,1,0,0,0
"Kyeong Jae Bae and Kum Y. Bae","PACIFIC CITY BANK",183,2,"1","N",300000,"CHGOFF",300000,225000,"0",0.978974242461317,1,0,0,0,1,0
"PREFERRED CONNECTIONS I-TECH I","U.S. BANK NATIONAL ASSOCIATION",84,4,"1","N",50000,"P I F",50000,25000,"1",0.829201726335026,1,1,1,0,0,0
"J D ENGINEERING & ASSOCIATES I","BANK OF AMERICA NATL ASSOC",84,20,"1","N",100000,"P I F",100000,50000,"1",0.84901556828104,1,1,1,0,0,0
"SOAPY'S AUTO WASH","BANK OF IDAHO",180,1,"1","N",330800,"P I F",330800,248100,"1",0.976661217616654,1,1,1,0,0,0
"SCHOITZ ENGINEERING INC.","U.S. BANK NATIONAL ASSOCIATION",84,42,"1","N",481625,"P I F",483000,362250,"1",0.855377146771885,1,1,1,0,0,0
"Rossetti Vollman Inc","JPMORGAN CHASE BANK NATL ASSOC",27,2,"2","N",126900,"CHGOFF",126900,63450,"0",0.473409594443218,0,1,0,1,0,0
"BASSEE FOOD MART","LOANS FROM OLD CLOSED LENDERS",240,2,"2","N",140000,"P I F",140000,105000,"1",0.99433785790771,1,1,1,0,0,0
"THE TOOL LIQUIDATOR","WELLS FARGO BANK NATL ASSOC",48,11,"1","N",50000,"P I F",50000,40000,"1",0.69047470887806,1,1,1,0,0,0
"Beason Farms","FIRST FINANCIAL BANK",15,2,"1","N",10100,"P I F",10100,9090,"1",0.476172643293983,0,0,0,0,0,1
"Miel Trading Inc","HSBC BK USA NATL ASSOC",33,8,"1","N",75566,"CHGOFF",50000,25000,"0",0.597623511716093,1,0,0,0,1,0
"VRG Tracking","U.S. BANK NATIONAL ASSOCIATION",57,2,"2","N",90551,"CHGOFF",50000,25000,"0",0.677501727979957,1,0,0,0,1,0
"CUISINE SOUTH INC","BANCO POPULAR NORTH AMERICA",120,7,"1","N",335000,"P I F",335000,251250,"1",0.911311801016351,1,1,1,0,0,0
"Kingston Window Cleaning Co.,","KEYBANK NATIONAL ASSOCIATION",12,15,"1","N",30000,"P I F",30000,15000,"1",0.491416470820074,0,0,0,0,0,1
"CAROLINA BED & BREAKFAST","BUSINESS LOAN CENTER, LLC",120,2,"2","N",50000,"P I F",50000,45000,"1",0.907844275595736,1,1,1,0,0,0
"PARAGON INVESTIGATIONS INC","WELLS FARGO BANK NATL ASSOC",55,7,"1","N",52900,"CHGOFF",30000,15000,"0",0.71961924711587,1,0,0,0,1,0
"B & H DESIGN & MANUFACTURING I","TD BANK, NATIONAL ASSOCIATION",84,35,"1","N",250000,"P I F",250000,187500,"1",0.863840561466248,1,1,1,0,0,0
"TSUNG ZOO","SANTANDER BANK NATL ASSOC",36,2,"1","N",20000,"P I F",20000,10000,"1",0.599961366112519,1,1,1,0,0,0
"FCX SYSTEMS, INC.","JPMORGAN CHASE BANK NATL ASSOC",60,45,"1","N",200000,"P I F",200000,170000,"1",0.808862672578727,1,1,1,0,0,0
"ERNIE'S LIQUORS","WELLS FARGO BANK NATL ASSOC",120,3,"1","N",290000,"P I F",290000,203000,"1",0.908034437882449,1,1,1,0,0,0
"INNOVATIVE COMMUNICATION","U.S. BANK NATIONAL ASSOCIATION",300,17,"1","N",147000,"P I F",147000,110250,"1",0.99909454481461,1,1,1,0,0,0
"Energy Athletics","JPMORGAN CHASE BANK NATL ASSOC",47,1,"1","N",41798,"CHGOFF",12000,6000,"0",0.667182477013135,1,0,0,0,1,0
"G. Pear, Inc.","BMO HARRIS BK NATL ASSOC",60,4,"1","N",35000,"P I F",35000,35000,"1",0.736859762389705,1,1,1,0,0,0
"GRIFFIN, CHARLES R.","CSRA LOCAL DEVEL CORP",240,9,"1","N",74000,"P I F",74000,74000,"1",0.995955581885239,1,1,1,0,0,0
"RCG FOODS OF TEXAS, INC.","CAPITAL ONE NATL ASSOC",40,75,"1","N",100000,"CHGOFF",100000,50000,"0",0.790049299055525,1,0,0,0,1,0
"CONSTRUCTION MANAGEMENT 2000 I","BANK OF AMERICA NATL ASSOC",84,5,"1","N",25000,"P I F",25000,12500,"1",0.834501765641651,1,1,1,0,0,0
"OKLAHOMA INDIAN BUSINESS PRODU","BUSINESS LOAN CENTER, LLC",84,2,"1","N",25000,"P I F",25000,21250,"1",0.831052368533197,1,1,1,0,0,0
"COAST PLATING INC","GE CAP. SMALL BUS. FINAN CORP",300,45,"1","N",340000,"P I F",340000,289000,"1",0.999305516121724,1,1,1,0,0,0
"FAMILY CHIROPRACTIC CENTER","COLUMBIA STATE BANK",84,1,"2","Y",70000,"P I F",70000,56000,"1",0.91768447884895,1,1,1,0,0,0
"BIRGER G. BACINO, APC","FIRST BANK",84,12,"1","N",130000,"P I F",130000,97500,"1",0.837964023387396,1,1,1,0,0,0
"MILLER'S HOMESTEAD RESTAURANT","U.S. BANK NATIONAL ASSOCIATION",180,27,"1","N",340000,"P I F",340000,255000,"1",0.982868684415077,1,1,1,0,0,0
"George L Farmer PC Attorney At","BANK OF AMERICA NATL ASSOC",9,2,"1","N",4273,"CHGOFF",13000,6500,"0",0.435710092275293,0,1,0,1,0,0
"DANIEL D. RINKIN & CHERYL R. R","CAPITAL ONE NATL ASSOC",65,15,"1","N",35000,"CHGOFF",35000,17500,"0",0.779729242534451,1,0,0,0,1,0
"RJS FARM CORP.","JPMORGAN CHASE BANK NATL ASSOC",60,6,"2","N",25000,"P I F",25000,12500,"1",0.70238609864492,1,1,1,0,0,0
"ALL CENTURY TOWING INC","PACIFIC WESTERN BANK",60,8,"1","N",45000,"P I F",45000,38250,"1",0.743935159325725,1,1,1,0,0,0
"(DBA) STATE FARM","PACIFIC CONTINENTAL BANK",300,2,"1","N",156000,"P I F",180000,135000,"1",0.998864266025991,1,1,1,0,0,0
"ROYAL SALAD/DELUNA","WELLS FARGO BANK NATL ASSOC",250,2,"1","N",127800,"CHGOFF",127800,115020,"0",0.996426782387629,1,0,0,0,1,0
"ASTROGREEN GOLF LLC","PNC BANK, NATIONAL ASSOCIATION",83,5,"2","N",75000,"P I F",75000,37500,"1",0.795914721475907,1,1,1,0,0,0
"EL PRIMO FRUIT MARKET","SANTANDER BANK NATL ASSOC",240,3,"1","Y",52000,"P I F",52000,41600,"1",0.998445250946814,1,1,1,0,0,0
"LINKS OF TAP,LLC.","BANK OF AMERICA CALIFORNIA N.A",84,12,"1","N",750000,"P I F",750000,562500,"1",0.77363642882574,1,1,1,0,0,0
"Pathology Arts, Inc.","COMMERCIAL BANK OF CALIFORNIA",12,24,"1","N",373730,"P I F",250000,125000,"1",0.487843590032908,0,0,0,0,0,1
"PROFESSIONAL ELEVATOR SERVICES","BANK OF AMERICA NATL ASSOC",60,24,"1","N",150000,"P I F",300000,225000,"1",0.724688601115141,1,1,1,0,0,0
"David P Murphy","PNC BANK, NATIONAL ASSOCIATION",60,1,"1","N",14000,"P I F",14000,7000,"1",0.728956501526307,1,1,1,0,0,0
"PAYE HEATING & COOLING, LLC.","BAYLAKE BANK",84,4,"2","Y",70000,"P I F",70000,59500,"1",0.920806169292047,1,1,1,0,0,0
"MGA Liquor Deli","VALLEY COMMUNITY BANK",120,2,"1","N",150000,"P I F",150000,112500,"1",0.916175749338913,1,1,1,0,0,0
"EZ Take Out Burger","WELLS FARGO BANK NATL ASSOC",66,1,"2","N",262988,"CHGOFF",285000,213750,"0",0.68176946848407,1,0,0,0,1,0
"FAIRFAX REHABILITATION, INC.","WELLS FARGO BANK NATL ASSOC",84,11,"1","N",211000,"P I F",211000,179350,"1",0.832917517612489,1,1,1,0,0,0
"DNY INT'L Inc.","SANTANDER BANK NATL ASSOC",51,3,"1","N",25000,"P I F",25000,12500,"1",0.686002539523458,1,1,1,0,0,0
"HORIZON RETAIL","SUCCESS BANK",84,4,"2","N",40000,"P I F",40000,36000,"1",0.807132593550825,1,1,1,0,0,0
"CENGEN INC","THE COLUMBIA BANK",84,17,"1","N",150000,"P I F",150000,75000,"1",0.837363416787385,1,1,1,0,0,0
"LB ARCO AM/PM MINI MART","CATHAY BANK",120,4,"1","N",250000,"P I F",250000,200000,"1",0.91428111710766,1,1,1,0,0,0
"AGENDA 2020 INC","FIFTH THIRD BANK",70,11,"1","N",133389,"CHGOFF",60000,30000,"0",0.797498767978097,1,0,0,0,1,0
"MCDONOGH FARMS, INC.","MANUFACTURERS & TRADERS TR CO",84,20,"1","N",175000,"P I F",175000,131250,"1",0.847105315451738,1,1,1,0,0,0
"Fireblast 451 Inc.","SOUTH CNTY BANK NATL ASSOC",120,25,"1","N",500000,"P I F",500000,375000,"1",0.919991898383019,1,1,1,0,0,0
"U-FILE DISCOUNT DOCUMENT CENTE","CITIZENS BANK NATL ASSOC",84,3,"1","N",28662,"P I F",10000,5000,"1",0.835258553862171,1,1,1,0,0,0
"DEI SYSTEMS LLC","ENTERPRISE BK & TR CO",84,20,"2","N",25000,"P I F",25000,12500,"1",0.835095864119883,1,1,1,0,0,0
"FORE TRANSPORTATION INC","SOMERCOR 504, INC.",240,60,"1","N",1024000,"P I F",1024000,1024000,"1",0.997093427206601,1,1,1,0,0,0
"EVENING OF ELEGANCE, INC.","BANK OF AMERICA NATL ASSOC",60,2,"1","N",40000,"P I F",40000,20000,"1",0.726147842408616,1,1,1,0,0,0
"ESTATE HOMES LA INC","WELLS FARGO BANK NATL ASSOC",84,1,"1","N",320361,"P I F",60000,30000,"1",0.850793860298767,1,1,1,0,0,0
"HANNOUSH JEWELERS","BANK OF AMERICA NATL ASSOC",84,5,"2","Y",100000,"P I F",100000,80000,"1",0.92003772449727,1,1,1,0,0,0
"Diane's Lavish Linens, Inc.","BANK OF AMERICA NATL ASSOC",84,2,"1","N",29483,"P I F",25000,12500,"1",0.829818415259702,1,1,1,0,0,0
"FOX BEND VETERINARY CLINIC","OCEAN BANK, A DIVISION OF",240,2,"2","N",196000,"P I F",196000,166600,"1",0.994282685988669,1,1,1,0,0,0
"Aro-Sac, Inc.","WEBSTER BANK NATL ASSOC",60,22,"1","N",91000,"P I F",91000,45500,"1",0.763245445154625,1,1,1,0,0,0
"GENERATIONS, INC.","U.S. BANK NATIONAL ASSOCIATION",84,6,"1","Y",30000,"P I F",30000,27000,"1",0.935990488645378,1,1,1,0,0,0
"WIN-SAR, INC.","VALLEY BK OF HELENA A DIVISION",84,8,"2","N",93000,"P I F",93000,79050,"1",0.810033139062793,1,1,1,0,0,0
"SUNG YOUNG LEE DMD","PACIFIC MERCANTILE BANK",84,2,"1","N",503992,"P I F",280000,140000,"1",0.81750658449269,1,1,1,0,0,0
"ANDERSON FABRICS, INC.","WELLS FARGO BANK NATL ASSOC",180,260,"1","N",675000,"P I F",675000,573750,"1",0.998891746067237,1,1,1,0,0,0
"DODO'S CHICKEN INC","BANCO POPULAR NORTH AMERICA",240,14,"1","N",384000,"P I F",384000,288000,"1",0.99520332045064,1,1,1,0,0,0
"CITY FURNITURE, INC.","CITIZENS BANK NATL ASSOC",68,6,"1","N",25000,"CHGOFF",25000,12500,"0",0.774994004277775,1,0,0,0,1,0
"STROCK PAVING & CONST. INC.","BANK OF AMERICA NATL ASSOC",60,4,"1","N",200000,"P I F",200000,150000,"1",0.712413087284878,1,1,1,0,0,0
"THE BEST ENTERPRISES INC","JPMORGAN CHASE BANK NATL ASSOC",50,5,"1","N",59676,"CHGOFF",25000,12500,"0",0.69197613374551,1,0,0,0,1,0
"JAMES N. GREEN & COMPANY, INC.","REGIONS BANK",120,59,"1","N",983000,"P I F",983000,749931,"1",0.928117860527601,1,1,1,0,0,0
"APARTMENT AGENTS","JPMORGAN CHASE BANK NATL ASSOC",84,9,"1","N",77857,"P I F",30000,15000,"1",0.845603658622481,1,1,1,0,0,0
"IMPRESSIVE DENTAL ARTS, LLC","ASSOCIATED BANK NATL ASSOC",84,5,"2","N",97797,"P I F",50000,25000,"1",0.809889041319309,1,1,1,0,0,0
"JUST CATS VETERINARY CLINIC PC","FIRST NATIONAL BANK OF SCOTIA",48,20,"1","N",120000,"P I F",120000,60000,"1",0.694462669334537,1,1,1,0,0,0
"Q'S TIRE AND ALIGNMENT SERVICE","AMERICAN BANK OF COMMERCE",25,3,"2","Y",45000,"CHGOFF",45000,40500,"0",0.732281045313695,1,0,0,0,1,0
"OLYMPIC GARDEN","FLUSHING BANK",5,15,"1","N",50000,"CHGOFF",50000,25000,"0",0.443512422618955,0,1,0,1,0,0
"Herminio Garcia dba Garcia Tru","THE HUNTINGTON NATIONAL BANK",60,0,"1","N",34226,"P I F",25000,12500,"1",0.72573892418424,1,1,1,0,0,0
"CHESHIRE TIRE COMPANY","GRANITE ST. ECONOMIC DEVEL COR",240,5,"1","N",151000,"P I F",151000,151000,"1",0.995647308431913,1,1,1,0,0,0
"Tom's House","BANK OF AMERICA NATL ASSOC",42,1,"1","N",12100,"CHGOFF",5000,2500,"0",0.636797464072367,1,0,0,0,1,0
"SARASOTA BAGEL CAFE, INC.","WELLS FARGO BANK NATL ASSOC",84,4,"2","Y",90000,"P I F",90000,72000,"1",0.919565790825945,1,1,1,0,0,0
"SHORELINE DENTAL","BANK OF AMERICA NATL ASSOC",88,6,"2","N",275000,"P I F",275000,206250,"1",0.800456346869361,1,1,1,0,0,0
"JEREMY T CAMP","BANK OF AMERICA NATL ASSOC",84,6,"1","N",50000,"P I F",50000,25000,"1",0.832677829265745,1,1,1,0,0,0
"TONYO'S SUBS","CAPITAL ONE NATL ASSOC",1,2,"1","N",25000,"CHGOFF",25000,12500,"0",0.386838163888128,0,1,0,1,0,0
"ATLANTIC COAST EXPORT LLC","PNC BANK, NATIONAL ASSOCIATION",48,4,"1","N",50000,"P I F",50000,25000,"1",0.666981221945299,1,1,1,0,0,0
"SCOTT PROCESS SYSTEMS, INC.","PNC BANK, NATIONAL ASSOCIATION",12,80,"1","N",1100756,"P I F",1100000,803000,"1",0.508800663591732,1,1,1,0,0,0
"BEACON CONSULTING GROUP INC","BANK OF AMERICA NATL ASSOC",60,2,"2","N",50000,"P I F",50000,25000,"1",0.68647142470532,1,1,1,0,0,0
"SIERRA MOTORCARS LLC","WELLS FARGO BANK NATL ASSOC",84,1,"2","N",25197,"P I F",10000,5000,"1",0.804485030085632,1,1,1,0,0,0
"LISA'S PIZZA","BANK OF AMERICA NATL ASSOC",84,10,"1","N",75000,"P I F",75000,67500,"1",0.841713151901014,1,1,1,0,0,0
"SCOTT PARKER & HILLARY LIPMAN","MONTEREY COUNTY BANK",102,4,"1","N",335000,"P I F",335000,251250,"1",0.864119063449297,1,1,1,0,0,0
"THE CHECK CONNECTION, INC.","UNITED CENTRAL BANK",84,24,"1","Y",100000,"P I F",100000,90000,"1",0.946512457889895,1,1,1,0,0,0
"PREFERRED MEDICAL HOME SPECIAL","WELLS FARGO BANK NATL ASSOC",300,35,"1","N",1075000,"P I F",1075000,750000,"1",0.998542446399673,1,1,1,0,0,0
"ALL STAR CLIPS","TEXAS BANK",60,17,"2","N",80000,"P I F",80000,40000,"1",0.718824654763682,1,1,1,0,0,0
"HADDON HOUSE ADULT MEDICAL DAY","CORPORATION FOR BUS. ASSISTANC",240,16,"2","N",286000,"P I F",286000,286000,"1",0.995250025969837,1,1,1,0,0,0
"David Patton","JPMORGAN CHASE BANK NATL ASSOC",19,2,"1","N",91477,"CHGOFF",25000,12500,"0",0.508809552786985,1,0,0,0,1,0
"FOUR SEASONS SERVICE & MAINT.","WASHINGTON TRUST BANK",15,1,"2","N",29973,"CHGOFF",29973,23978,"0",0.424986289250451,0,1,0,1,0,0
"DELICIOUS CREPES","WELLS FARGO BANK NATL ASSOC",84,2,"1","N",30000,"P I F",30000,15000,"1",0.828587848464077,1,1,1,0,0,0
"LAUDERDALE-BY-THE-SEA MOTEL","GE CAP. SMALL BUS. FINAN CORP",240,3,"1","N",675000,"P I F",675000,506250,"1",0.99333711812752,1,1,1,0,0,0
"ADVANCED CLEANING CONCEPTS, IN","JPMORGAN CHASE BANK NATL ASSOC",36,9,"1","N",59497,"P I F",50000,25000,"1",0.615118945776744,1,1,1,0,0,0
"DARLENE GETTY INC.","BUSINESS DEVELOPMENT COMPANY",60,1,"1","N",60000,"P I F",60000,48000,"1",0.724676110001074,1,1,1,0,0,0
"Rett, Inc. dba Cottman Transmi","BANK OF AMERICA NATL ASSOC",84,5,"1","N",150000,"CHGOFF",100000,50000,"0",0.829387252132238,1,0,0,0,1,0
"Bahman Natanzi","WILSHIRE BANK",120,15,"1","N",300000,"P I F",300000,225000,"1",0.920716487243785,1,1,1,0,0,0
"Laughing Lilac, Inc","GUARANTY BANK AND TRUST CO.",8,7,"2","N",24000,"CHGOFF",24000,12000,"0",0.399666166930215,0,1,0,1,0,0
"SUBCULTURE ENTERPRISES, LLC","MAGNA BANK",120,1,"2","N",326000,"P I F",326000,293400,"1",0.895599463078055,1,1,1,0,0,0
"EVANSVILLE PRINT SPECIALIST, I","REGIONS BANK",84,4,"1","N",44137,"P I F",30000,15000,"1",0.833647477383122,1,1,1,0,0,0
"INTERNATIONAL CONNECTIONS","COMPASS BANK",60,2,"1","Y",25000,"P I F",25000,20000,"1",0.88509188199096,1,1,1,0,0,0
"A YARD APART INC","BANK OF AMERICA NATL ASSOC",84,1,"1","N",10945,"P I F",10000,5000,"1",0.829834102136277,1,1,1,0,0,0
"MCROBERTS, DOROTHY F.","WESTAMERICA BANK",300,2,"1","N",135000,"P I F",135000,121500,"1",0.998949218144336,1,1,1,0,0,0
"ASHLAND COIN LAUNDRY","BBCN BANK",84,1,"2","N",150000,"P I F",150000,112500,"1",0.787916703634341,1,1,1,0,0,0
"Valet Cleaners of North Florid","SYNOVUS BANK",84,1,"2","N",30000,"P I F",30000,15000,"1",0.799311480186405,1,1,1,0,0,0
